"{I}r	ir
"{W}az	waz
Behau	behaben
Behegelichen	[!!]
Beheim	Bêheim
Beheime	Bêheime
Behein	Bêheimen
Behelde	behielte
Beheldet	beheltet
Behert	behert
Behertet	behertet
Behertē	beherten
Behertin	beherten
Beheym	Bêheim
Beheím	[!!]
Beheíms	Bêheimes
Beheým	Bêheim
Behielde	[!!]
Behielt	behielt
Behilde	behielte
Behildē	behielten
Behilt	behielt
Behoͮte	behüete
Beht	rehte
Behtolfiſheim	Behtolvesheim
Behtoluiſheim	Behtolvesheim
Behullet	[!!]
Behuote	behüete
Behuotet	behüetet
Behute	behüete
Behutte	behuotte
Behuͤt	[!!]
Behvͤte	behüete
Behvͦp	behuop
Behûte	behüete
Beh͛ten	beherten
Bei	bî
Beiaget	bejaget
Beidbuͦre	Betebûre
Beide	beide
Beiden	beiden
Beidencap	Bietenkapf
Beidenhalbin	beidenhalben
Beider	beider
Beidersiet	beidersît
Beiderſít	beidersît
Beidesamt	beidesamet
Beidev	beidiu
Beidintalbin	beidenthalben
Beidinthalb	beidenthalp
Beidirsit	beidersît
Beidiv	beidiu
Beidvͥ	beidiu
Beidív	beidiu
Beid͛sit	beidersît
Beieriſch	beierisch
Beiget	bejehet
Beirelant	Beierlant
Beite	beite
Beitent	beitent
Beithe	beide
Beithode	beitete
Bejehende	[!!]
Bekam	bekam
Bekant	[!!]
Bekāt	[!!]
Bekenne	bekenne
Bekennen	bekennen
Bekennende	[!!]
Bekennet	bekennet
Bekenneſt	bekennest
Bekere	bekêre
Bekeret	bekêret
Bekert	bekêrt
Bekicket	bequicket
Bekken	becken
Bekkenhus	beckenhûse
Bekobert	bekobert
Bekrenket	bekrenket
Bekríet	bekrîet
Bekumen	bekumen
Bekv̄mert	bekumbert
Bel	[!!]
Belac	belac
Belah	belac
Belaite	beleiten
Belakane	Belacâne
Belderſheim	Beldersheim
Beld͛ſheim	Beldersheim
Beleib	belîp
Beleibet	belîbet
Beleif	beleip
Belgere	Belgeren
Beliben	belîben
Belis	[!!]
Beliͤbe	belîbe
Beln	[!!]
Belochus	--
Belrepere	Pelrapeire
Belrepíer	Pelrapeire
Belín	Belîn
Belínen	Belînen
Benam	[!!]
Benamen	bînamen
Bendîn	[Bendîn]
Bened\&2	Benedictus
Benedicam	benedicam
Benedicamus	benedicamus
Benedicite	benedicite
Benedict	[!!]
Benedicta	--
Benedictio	--
Benedictus	benedictus
Benedictuſ	benedictus
Benedixisti	--
Benedícten	Benedikten
Benemen	benemen
Beneplacitum	beneplacitum
Benggelerſ	Bengelers
Beniamin	Benjamin
Beniamín	Benjamîn
Benid͛	benider
Benignus	benignus
Benyamin	Benjamin
Benyaminiſ	Benjamines
Benyamín	Benjamîn
Benyamínſ	Benjamînes
Beníamín	Benjamîn
Benímt	benimet
Ben⸗nen	binnen
Bequam	[!!]
Bequā	bequam
Beraden	berâten
Beraubēt	beroubent
Berc	berc
Berch	berc
Berche	berge
Bercher	Berhter
Bercheriſ	Berhtris
Berchter	Berhter
Berdolten	Berhtolten
Beredent	beredent
Berefſente	berefsenete
Bereit	bereit
Bereite	bereite
Bereiten	[!!]
Bereitet	bereitet
Bereitē	bereiten
Bereitte	bereitte
Bereittē	bereitten
Berenger	Berengêr
Beret	[!!]
Bereſpe	[!!]
Berg	berc
Berge	berge
Bergheym	Bercheim
Bergheín	Bercheim
Berghuſen	Berchûsen
Berhertin	Berhertîn
Berht\&	Berhtolt
Berhtold	Berhtolt
Berhtolde	Berhtolte
Berhtolden	Berhtolten
Berhtoldeſ	Berhtoltes
Berhtolueſheim	Berhtolvesheim
Berhtran	Berhtram
Berh⸗tolden	Berhtolten
Berh⸗tolt	Berhtolt
Berica	Berika
Berichten	berihten
Beriet	beriet
Berigen	Bêrigen
Berille	berillen
Berillus	berillus
Berilluſ	beryllus
Beringeren	Beringêren
Beringir	Berengêr
Berinkaſtel	Bernkastel
Berinkaſtell	Bernkastel
Berke	Bercheime
Berker	Berhter
Berkere	Berhtere
Berkorniſ	Berkornes
Berlachſe	Berlachsê
Bermære	Bernære
Bern	Berne
Bernandeſ	Bernandes
Bernardus	Bernhartus
Bernardꝰ	Bernhartus
Bernart	Bernhart
Bernarten	Bernharten
Berner	Bernær
Bernere	Bernære
Berners	Bernærs
Bernger	Berngêr
Bernhardus	[!!]
Bernlapeſ	Bernlapes
Beroiuen	berouben
Beroubet	beroubet
Berrite	bereite
Bertenoýs	Bertenoise
Berter	Berhter
Berther	Berhter
Berthoche	Bertoche
Bertholt	Berhtholt
Berthouch	Berthouc
Bertold	Berhtolt
Bertolde	Berhtolde
Bertolden	Berhtolten
Bertoldishuſin	Bertoldeshûsen
Bertolf	Bertolv
Bertram	Berhtram
Bertrame	Berhtrame
Bertramen	Berhtramen
Bertvn	Bertûn
Bertſchí	Bertschi
Berufen	beruofen
Berurte	beruorte
Berūnen	berunnen
Berūnē	berunnen
Berwarſtein	Berwartstein
Berwarſteine	Berwartsteine
Beríchten	berihten
Berínne	brinne
Berſabe	Bersabê
Berſabee	Bersabê
Ber⸗keriſ	Berhtris
Ber⸗ne	Berne
Besatztē	besatzten
Beschert	beschert
Besehē	besehen
Besendē	besenden
Besezzē	besezzen
Beslozen	beslozzen
Bestandē	bestanden
Bestate	bestate
Bestatet	bestatet
Bestatte	bestatete
Bestunt	bestuont
Besungē	besungen
Bet	betete
Betalle	betalle
Beta⸗nía	Bethania
Bete	bete
Beten	beten
Betende	betente
Betet	betet
Beteſt	betest
Bethaniā	Bethaniam
Bethaníam	Bethaniam
Bethaníe	Bethaniae
Bethbure	Bedbure
Betheket	bedecket
Bethenket	bedenke
Bethlehem	[!!]
Bethus	betehûs
Bethſayda	Bethsaida
Betin	[!!]
Betit	betet
Betlichiv	betelîchiu
Betrachten	betrahten
Betrahtet	betrahtet
Betrogen	[!!]
Betrubet	betrüebet
Betrubnís	[!!]
Betrvbet	betrüebet
Betten	beteten
Bettē	betten
Betuang	betwanc
Betwang	betwanc
Betwāg	betwanc
Betwngen	betwungen
Betwungē	betwungen
Betwíngen	bedwingen
Beual	bevalh
Beualch	bevalch
Beueýle	bevelhe
Beuild	bivelde
Beuridet	bevridet
Beval	bevalh
Bevant	bevant
Bevolhen	bevolhen
Bevriden	bevriden
Bevunden	[!!]
Bevvaren	bewaren
Bevylen	bevielen
Bevͦlh	[!!]
Bewachſen	bewahsen
Bewar	bewar
Beware	beware
Bewart	bewart
Bewaínet	[!!]
Bewaᵉre	beware
Beweget	beweget
Beweiſen	bewîsen
Bewere	beware
Beweret	bewæret
Bewerte	[!!]
Bewewete	bewæjete
Beweͣrten	bewârten
Bewilen	biwîlen
Bewilē	biwîlen
Bewis	[!!]
Bewiſe	bewîse
Bewiſet	[!!]
Bewunden	[!!]
Bewære	bewære
Bewæret	bewæret
Bew͛te	bewerte
Bey	bî
Beyden	beiden
Beyerivt	Beierriut
Beyerívt	Beierriut
Beyerſ	Beiers
Beynde	Bende
Beynt	Bent
Beywilunt	bîwîlent
Bezaichent	bezeichente
Bezalen	bezalen
Bezalte	bezalte
Bezaíchent	bezeichenete
Bezeichent	bezeichenet
Bezeichint	[!!]
Bezir	bezzer
Bezogin	bezogen
Bezoubert	bezoubert
Bezzer	bezzer
Bezzern	bezzern
Bezzert	bezzerte
Bezzerten	bezzerten
Bezzerunge	bezzerunge
Bezzervnge	bezzerunge
Bezzíngen	Bezzingen
Bezzínger	BÉzzingær
Bezzíngers	BÉzzingærs
Bezz͛t	bezzerte
Beí	bî
Beíde	beide
Beígíng	Beiginc
Beíte	beite
Beítſcher	Beitscher
Beýde	beide
Beýer	Beier
Beýern	Beiern
Beýer⸗lant	Beierlant
Beſahen	besâhen
Beſait	besaht
Beſante	besante
Beſatzt	[!!]
Beſaz	besaz
Beſchaíden	bescheiden
Beſcheiden	bescheiden
Beſcheidencheit	bescheidenheit
Beſcheidenheit	bescheidenheit
Beſcheidenlich	bescheidenlîche
Beſcheidet	bescheidet
Beſchen	Beschen
Beſcheín	beschein
Beſchirm	[!!]
Beſchirme	beschirme
Beſchirmære	beschirmære
Beſchowe	beschouwe
Beſchuͦff	beschuof
Beſchírmet	beschirmet
Beſcowet	beschouwet
Beſebit	besebet
Beſeht	besehet
Beſem	beseme
Beſendet	besendet
Beſezze	besetze
Beſezzen	besezzen
Beſich	besich
Beſileich	Besselich
Beſlagin	beslagen
Beſliezen	besliezen
Beſlivzzet	besliuzet
Beſlozzen	[!!]
Beſlozzin	beslozzen
Beſluſcen	besluzzen
Beſluͦz	besluzzen
Beſneít	besneit
Beſnitten	besniten
Beſníd	besnît
Beſnîdet	besnîdet
Beſoffen	besofen
Beſolt	Besolt
Beſtaden	[!!]
Beſtadigete	bestætigete
Beſtan	bestân
Beſtatet	bestatet
Beſte	[!!]
Beſtetet	bestætet
Beſtrich	bestrîch
Beſtundin	bestuonden
Beſtêt	bestêt
Beſuln	besülen
Beſunder	besunder
Beſundirn	besundern
Beſundret	besunderet
Beſuͦchen	besuochen
Beſvnder	besunder
Beſvnd͛	besunder
Beſweret	beswæret
Beſítzen	besitzen
Beſſer	bezzer
Bi	bî
Bibel	bibel
Biben	biben
Bibinella	bibinella
Bibox	bîbôz
Biboz	bîbôz
Bichenbag	Rîchenbach
Bichennen	bekennen
Bicht	[!!]
Bichten	bîhten
Bichtit	bîhtet
Bickenbach	Bikenbach
Bickinbach	Bickenbach
Bid	bitet
Biddiſ	bites
Biden	biten
Biderbe	biderbe
Biderfe	biderbe
Bidmen	bidemen
Bie	bî
BieR	bier
Biehte	bîhte
Bienbach	Bînbach
Bier	bier
Biere	biere
Bietet	bietet
Bigond	begonde
Bigondi	begonde
Bigriphín	begrîfen
Bihaltiſt	behaltest
Biheldit	beheltet
Bihteren	bîhtæren
Bikenbach	Bickenbach
Bikennít	bekennet
Bikere	bekêre
Bikvmmert	bekumbert
Bilaſ	Bîlâs
Bilaſe	Bîlâse
Bilaſin	Bîlâsen
Bilgerin	Pilgerîm
Billiche	billîche
Billichen	billîchen
Billung	Billunc
Bilſteín	Bilstein
Bin	bin
Binamen	bînamen
Bindet	bindet
Bineflug	binevluc
Bing	Binc
Biniſen	Binisen
Binnen	binnen
Binnē	binnen
Binnin	binnen
Binoſe	Binôse
Bint	bint
Birgeſtat	Birgestat
Birſmich	Birsmich
Bis	bis
Bischoveſ	bischoves
Bist	bist
Bis dat	biz daz
Bis daz	biz daz
Bit	mit
Bite	bite
Biten	biten
Bitente	betente
Bitet	bitet
Bitē	biten
Bithe	[!!]
Bitt	bit
Bittende	[!!]
Bittent	bitent
Bittet	bitet
Bittit	bitet
Bittína	Bittina
Bitz	biz
Bitz daz	biz daz
Bit dat	biz daz
Bivt	biut
Bivͦt	[!!]
Biwilen	bîwîlen
Biwilē	bîwîlen
Biz	biz
Bize	bize
Bize daz	biz daz
Bizuget	beziuget
Bizze	bizze
Biz daz	biz daz
Biz dc	biz daz
Bi daz	biz daz
Biſ	bis
Biſchobe	bischove
Biſchobs	bischoves
Biſchof	bischov
Biſchofe	bischove
Biſchofes	bischoves
Biſchoffe	bischove
Biſchoffes	[!!]
Biſchoffeſhuſes	Bischofeshûses
Biſchoffs	[!!]
Biſchofis:-	bischoves
Biſcholfe	bischolve
Biſchoph	bischov
Biſchophis	bischoves
Biſchoue	bischove
Biſchouen	bischoven
Biſchoues	bischoves
Biſchouis	bischoves
Biſchove	bischove
Biſcof	bischov
Biſcofe	bischove
Biſeich	besehet
Biſhof	bischov
Biſhoue	bischove
Biſhoues	bischoves
Biſhouiſh	Bischovesheim
Biſiz	besaz
Biſt	bist
Biſtum	bischtuome
Biſtuͦm	[!!]
Biſtvͦme	bischtuome
BiſunteR	besunder
Biſunter	besunder
Biſſchof	bischov
Biſſchofe	bischove
Biſſchofeſ	bischoves
Biſſchofeſhuſen	Bischofeshûsen
Biſſchoffe	bischove
Biſſchoffes	bischoves
Biſſchoffis	bischoves
Biſſchofis	bischoves
Biſſcholf	bischolv
Biſſchove	bischove
Biſſcof	bischov
Biſſcoffis	bischoves
Bl.͛	Blanscheflûr
Blache	Blach
Blad	blat
Blahen	blahen
Blaih	bleich
Blanckinheým	Blankenheim
Blanckinh̄	Blankenheim
Blanken	blanken
Blankenberg	Blankenberc
Blankinberch	Blankenberc
Blanscandiz	Blanschandiz
Blantſchemanís	Blanschemanîs
Blanzefhors	Blanzeflôrs
Blanzefloros	Blanzeflôrs
Blanzeflors	Blanzeflôrs
Blanſcandiz	Blanschandiz
Blanſchandiz	Blanschandîz
Blanſchemanís	Blanschemanîs
Blanſchenflûr	Blanscheflûr
Blasi	Blasî
Blaych	Bleiche
Blaſien	Blasîen
Blaſii	Blasii
Blaſíj̇	Blasii
Bleckeze	bleckeze
Bleib	[!!]
Bleich	bleich
Bleip	beleip
Blendet	[!!]
Bleſin	Blâsien
Bleſín	Blâsien
Bleſínſ	Blâsins
Bli	blî
Blibe	belîbe
Bliben	belîben
Blibens	[!!]
Blibet	belîbet
Blibē	beliben
Blichende	blîchende
Blicken	blicken
Blicte	blickete
Blide	blîde
Bliden	blîden
Blif	belîp
Blint	blint
Blip	belîp
Blodelin	Bloedelîn
Blodelín	Bloedelîn
Bloet	bluot
Bloz	blôz
Bloͤdelin	Bloedelîn
Bloͮmen	bluomen
Bluende	[!!]
Blumē	bluomen
Blumēschin	bluomenschîn
Blutic	bluotic
Blutige	bluotige
Bluwende	[!!]
Bluͥwelan	bliuwelen
Bluͥwelmatten	Bliuwelmaten
Bluͥwelmattun	Bliuwelmaten
Bluͦdich	bluotic
Bluͦmenberg	Bluomenberc
Bluͦtrunſt	*bluotrunst
Blvmen	bluomen
Blvͦmj̇	Bluomi
Blvͦtiſ	bluotes
Blæs	[!!]
Blæſ	[!!]
Bn̄	--
Bn̄dicite	[!!]
Bn̄dict	[!!]
Bn̄dictꝰ	--
Bn̄hardus	Bernhartus
Boberiſch	Boberisch
Bodemzínſes	bodemzinses
Boden	boten
Bodiche	boteche
Bodin	buten
Boetiꝰ	Boetius
Boich	buoch
Boirch	burc
Boiſtorp	Bôsdorf
Bolan	Bôlan
Bolandin	Bolanden
Bolle	bolle
Bomeſheitis	Bomesheitis
Bon	--
Bonefatius	Bonifatius
Bonemeiſe	Bonoamese
Bonifacien	Bonifazien
Bonifaciꝰ	--
Bonifaít	Bonifait
Bonlandin	Bolanden
Bonne	Bunne
Bonus	--
Bonū	[!!]
Bonífacíen	Bonifatien
Bonífacíus	Bonifatius
Bop\&te	Bopparte
Boparden	Boparten
Boparte	Bopparte
Boparten	Bopparten
Bopartin	Bopparten
Borg	burc
Borggreue	burcgræve
Borglene	burclêhene
Borten	[!!]
Borſchiet	Burschît
Bot	bôt
Botelungeſ	Botelunges
Boten	boten
Botent	bâtent
Boteſchaft	boteschaft
Botē	boten
Botin	boten
Bottíngen	Bottingen
Bouge	böuge
Boume	boume
Boycart	Bokart
Boyſtorp	Bôsdorf
Boímunt	Boimunt
Boſche	Bosche
Boſe	boese
Boſhait	bôsheit
Boſheit	bôsheit
Boſlich	[!!]
Boſív	boesiu
Boͤhart	Boehart
Boͤmvnt	Bömunt
Boͤuͥmelín	Böumelîn
Boͤſchelín	Böschelîn
Boͤſchenbrvͤíel	Böschenbrüel
Boͤſe	boese
Boͤſer	boeser
Boͤſlich	boeslîche
Boͮngarten	boumgarten
BrŪmezere	Brumziere
Brabant	Brâbant
Brabanſzer	Brâbantischer
Brach	brach
Brachen	brâchen
Brachē	brâchen
Brachin	[!!]
Brachode	brâchôte
Bracht	brâhte
Brachte	brâhte
Brachten	brâhten
Brachtē	brâhten
Bracte	brâhte
Braht	brâhte
Brahte	brâhte
Bramayndes	brâchmânôdes
Brandeberch	Brandenberc
Brandenberg	Brandenberc
Brandenburch	Brandenburc
Brandenbvrc	Brandenburc
Brandenb̃ch	Brandenburc
Brandenuels	Brandenvels
Brandenvelſ	Brandenvels
Brandowe	Brandouwe
Brangene	[Brangæne]
Brangenen	Brangænen
Braten	brâten
Bratē	brâten
Bratſchen	[!!]
Braychen	brâchen
Braͥbant	Brâbant
Brech	brechen
Brechen	brechen
Brechent	brechent
Brechet	brichet
Brechte	bræhte
Brechten	[!!]
Breckenheim͛	Breckenheimer
Breckenheím͛	Breckenheimer
Bredíer	predigær
Breht	bræhte
Breimunde	Brêmunde
Breitē	breiten
Breitpach	Breitbach
Bremunde	Brêmunde
Brendelin	Brendelîn
Brendelnes	Brendelînes
Brender	brenter
Brenge	[!!]
Brenget	brenget
Brengē	brengen
Brengit	brenget
Brenne	brenne
Brenner	brennær
Brenneres	brennæres
Brenners	Brennærs
Brenn͛e	brennære
Bret	bret
Breueſ	--
Breítende	breitente
Brēne	brenne
Brich	brich
Brichet	brichet
Brichit	brichet
Brief	briev
Briefe	brieve
Brieue	brieve
Brieve	brieve
Brif	briev
Brigindin	Brigiden
Bringe	bringe
Bringen	bringen
Bringent	bringent
Bringet	bringet
Bringeſ	bringes
Bringeſt	bringest
Brinne	brinnen
Brinnē	brinnen
Brinuſ	Brînus
Briseyda	Briseida
Briseydam	Briseidam
Britannen	Britânin
Brittvn	Brittune
Briue	brieve
Brivhaus	briuhûse
Briſache	Brîsache
Briſeke⸗	Brîsiche
Briſſan	Brissân
Briͤf	briev
Brobarz	Brôbarz
Broche	bruche
Brode	brôte
Broder	bruoder
Broders	bruoders
Brod͛	bruoder
Broht	brâht
Broider	bruoder
Brot	brôt
Brotbank	brôtbanc
Brotbecke	brôtbecke
Brottiſch	brôttisch
Brottíſch	brôttisch
Broͤgelín	Brögelin
Brubach	Brûbach
Bruberc	Brûberc
Bruberg	Brûberc
Bruche	brüche
Brucken	brüggen
Bruder	bruoder
Brudere	bruodere
Brud͛	bruoder
Brugge	brügge
Bruggehaie	brüggeheie
Bruggehaien	brüggeheien
Brugghay	brukheie
Brugghaíen	brukheien
Brugke	[!!]
Bruin	Brûn
Brul	brüel
Brule	brüele
Brumzeir	Brumzier
Brun	brûn
Brundoſio	Brundosiô
Brune	Brûne
Brunecke	Brûnecke
Bruneſberg	Brûnesberc
Bruniſhorn	Brûneshorn
Brunne	brunne
Brunſhorn	Brûneshorn
Brurgreue	burcgræve
Brutlauft	brûtlouft
Bruue	prüeve
Bruín	Brûn
Bruſt	brust
Bruͤder	bruoder
Bruͤderſchaft	bruoderschaft
Bruͤd͛ſchaft	bruoderschaft
Bruͤgel	brüel
Bruͤnínk	Brü^ninc
Bruͤnſwik	Brûneswîc
Bruͦch	bruch
Bruͦche	brüche
Bruͦchkebele	Bruochkebele
Bruͦder	bruoder
Bruͦdere	bruodere
Bruͦderen	bruoderen
Bruͦderſchaft	bruoderschaft
Bruͦderſcheffe	bruoderscheffe
Bruͦde͛en	bruoderen
Bruͦdir	bruoder
Bruͦdirn	bruodern
Bruͦd͛	bruoder
Bruͦd͛e	bruodere
Bruͦd͛en	bruoderen
Bruͦn	Brûn
Bruͦnecke	Brûnecke
Bruͦneken	Brûnecken
Bruͦniſhorn	Brûneshorn
Bruͦnſhorn	Brûneshorn
Bruͦyle	brüele
Bruͦẏle	Brüele
Brvd͛	bruoder
Brvggen	brüggen
Brvnis	Brûnes
Brvnwart	Brûnwart
Brvnſwig	Brûnswîc
Brvtet	[!!]
Brvͤlende	brüelente
Brvͤíel	brüel
Brvͦder	bruoder
Brvͦnecken	Brûnecken
Bryden	Brîden
Bræche	bræche
Brêit	breit
Bríef	briev
Brímmende	brimmente
Bríngen	[!!]
Bríngent	bringent
Brínget	bringet
Bríuhus	briuhûs
Brívhaus	briuhûse
Brívhus	briuhûs
Bríſach	Brîsach
Bríſache	Brîsache
Bríſgoͤwe	Brîsgöuwe
Bríſ⸗goͤwe	Brîsgöuwe
Brûberg	Brûberc
Brýgiden	Brigiden
Btholomeꝰ	Ptolomeus
Btī	[!!]
Bt̄j̄	--
Bube	Bove
Bubelinis	Büebelînes
Bubin	Boven
Buch	[!!]
Buchees	Buoches
Bucheſe	Buochesê
Budele	biutele
Budelinge	Budelingen
Budelíngen	Budelingen
Budile	biutele
Buggenruͥtj̇	Buggenriuti
Buggenruͥtínſ	Buggenriutines
Buggenrvͥtj̇	Buggenriuti
Buggíngen	Buggingen
Bukeln	buckeln
Bukewytz	Bukewitz
Bumaiſter	bûmeister
Bumaíſt͛n	bûmeistern
Bunnensis	bunnensis
Buoch	buoch
Burc	burc
Burcart	Burchart
Burcarte	Burcharte
Burcgraue	burcgrâve
Burcgrave	burcgrâve
Burcgreue	burcgræve
Burch	burc
BurchHuͦlz	Burcholz
Burcharteſ	Burchartes
Burchartz	Burchartes
Burchar⁄teſ	Burchartes
Burchfriden	burcvriden
Burchgrebin	burcgræven
Burchgreuin	burcgræven
Burchman	burcmanne
Burchmannen	burcmannen
Burckgreue	burcgræve
Burckman	burcman
Burclehen	burclêhen
Burclehene	burclêhene
Burclehenneſ	burclêhenes
Burclien	burclêhen
Burcman	burcman
Burcvride	burcvride
Burcvrides	burcvrides
Burcvridis	burcvrides
Burcſchaft	burcschaft
Burder	bruoder
Burderlicher	[!!]
Burege	bürge
Buregonden	Burgonden
Burg	burc
Burge	bürge
Burgedore	bürgetore
Burgen	bürgen
Burger	burgær
Burgere	burgere
Burgeren	burgeren
Burgerin	burgeren
Burgermaiſter	burgermeister
Burgermeíſter	burgermeistær
Burgermeíſters	burgermeistærs
Burgern	burgern
Burgers	burgers
Burger⸗meíſt͛	burgermeistær
Burgfriden	burcvriden
Burggrafe	burcgrâve
Burggrafen	burcgrâven
Burggrauen	burcgrâven
Burgin	bürgen
Burgmanne	burcmanne
Burgraue	burcgrâve
Burgrauen	burcgrâven
Burgreue	burcgrâve
Burgreuen	burcgræven
Burgreven	burcgræven
Burgæren	burgæren
Burgín	bürgen
Burg͛	burgær
Burg͛e	burgere
Burg͛maiſter	burgermeister
Burg͛maiſt͛	burgermeister
Burg͛meiſt͛	burgermeistær
Burg͛meíſt͛	burgermeistær
Burg͛n	[!!]
Burgᵃuen	burggrâven
Burh	burc
Burk	burc
Burkart	Burchart
Burkarte	Burcharte
Burkarteſ	Burchartes
Burkartz	Burchartes
Burkgreue	burcgræve
Burkman	burcman
Burkmannen	burcmannen
Burkᵃue	burggrâve
Burneflecke	Burnevlecke
Burneholtz	*burneholz
Burneholtze	*burneholze
Burneholz	burneholz
Burner	Burnær
Burnit	brinnet
Burſchiet	Burschît
Bur⁄kart	Burchart
Bur⸗germeíſters	burgermeistærs
Busche	busche
But	büte
Buten	buten
Butigin	bütegîn
Butil	bütel
Buwe	bûwe
Buwenſhemer	Bûwensheimer
Buwete	bûwete
Buweten	bûweten
Buwē	bûwen
Buwin	bûwen
Buze	[!!]
Buzen	[büezen]
Būne	Bunne
Buͤrge	bürge
Buͤtigin	botechen
Buͥndun	Biunten
Buͥrgí	Bürgi
Buͦ	zuo
Buͦch	buoch
Buͦches	Buoches
Buͦcheín	Buochheim
Buͦchheín	Buochheim
Buͦdelinberg	Budelenberc
Buͦdelinge	Budelingen
Buͦnne	Bunne
Buͦrch	burc
Buͦrchadus	--
Buͦrchgreue	burcgræve
Buͦrchlichen	burclîchen
Buͦrchmannen	burcmannen
Buͦrg	burc
Buͦrge	bürge
Buͦrgedor	Bürgetor
Buͦrgele	bürgele
Buͦrgemeiſtere	burgemeistere
Buͦrgen	bürgen
Buͦrger	burgær
Buͦrgere	burgere
Buͦrgeremeiſtere	burgeremeistere
Buͦrgeren	burgeren
Buͦrgerē	burgæren
Buͦrggarde	Burcharte
Buͦrgirmeiſter	burgermeister
Buͦrgmanne	burcmanne
Buͦrgín	bürgen
Buͦrg͛e	burgære
Buͦrg͛en	burgæren
Buͦrſchiet	Burschît
Buͦze	[!!]
Buͦſch	busches
Buͦſeleiben	Buseleiben
Bv	bû
Bvch	buoch
Bvckeram	buckerame
Bvenſheim	Bunsheim
Bvggíngen	Buggingen
Bvnne	Bunne
Bvnnen	Bunnen
Bvrcharte	Burcharte
Bvrg	burc
Bvrge	bürge
Bvrgonden	Burgonden
Bvrkart	Burchart
Bvrneholze	burneholze
Bvrᵉgonden	Burgonden
Bvſunen	busîne
Bv̂trícher	Bütericher
Bv̂wen	bûwen
Bvͤzzen	büezen
Bvͥrgi	Bürgi
Bvͥrgí	Bürgi
Bvͥtrícher	Bütericher
Bvͥttrícher	Bütericher
Bvͦzte	buozte
Bvͦz⸗zit	büezet
By	bî
Bychelingen	Bîchelingen
Byckenbach	Bickenbach
Bydirbe	biderbe
Bygkener	Bickener
Bykenbach	Bickenbach
Bykenbaches	Bickenbaches
Bykener	Bickener
Byrkelar	Birkelar
Bys	bis
Byschof	bischof
Byt	mit
Byt dat	biz daz
Byz	biz
Byſchof	bischov
Byſchofe	bischov
Byſchofheym	Bischofheim
Byſhof	bischov
Byᵉ	bî
Bæchín	beckîn
Bærlaiche	Baerleiche
Bæ̂r	Baer
Bæ̂rlaich	Baerleich
Bézzer	bezzer
Bêide	beide
Bí	bî
Bícze	bizze
Bícze daz	biz daz
Bíe	bî
Bíengen	Biengen
Bíeng͛	Biengær
Bíen⁄gen	Biengen
Bígonden	begonden
Bígrifit	begrîfet
Bígunde	begunde
Bín	bin
Bínden	binden
Bínnen	binnen
Bínnē	binnen
Bírchiberg	Birkeberc
Bírchidorf	Birkedorf
Bírchídoͤrfínun	Birkedörfinnen
Bírchí⸗doͤrfínun	Birkedörfinnen
Bírzzenacker	Birzenacker
Bít	mit
Bítte	[!!]
Bítten	biten
Bíttent	bitent
Bítterol	Bitterolf
Bítterolf	Bitterolf
Bítterolfeſ	Bitterolfes
Bíttet	bitet
Bíttēt	bitent
Bíttrolf	Bitrolf
Bíz	biz
Bíz daz	biz daz
Bíſ	biz
Bíſchobe	bischove
Bíſchof	bischov
Bíſchofeſ	bischoves
Bíſlozin	beslozzen
Bíſt	bist
Bíſtuͦme	bischtuome
Bî	bî
Bîttet	bitet
Bôuon	boben
Bùrgen	bürgen
Búre	büre
Búti	Bûtîn
Bý	bî
Býden	biten
Býede	beide
Býrkinuelt	Birkenvelt
Být	mit
Být dat	biz daz
Býſchof	bischov
Býſchoue	bischove
Bſunter	besunder
B̃ger	burger
B̃gere	burgere
B̃gfriden	burcvriden
B̃gouwe	Burcouwe
B̄dictꝰ	--
B͛	Bernhardus
B͛ge	berge
B͛gowe	Bercouwe
B͛hartís	Bernhartes
B͛htolt	Berhtolt
B͛n	Berne
B͛ne	Berne
B͛ner	Bernær
B͛nhardvs	Bernhartus
B͛nhart	Bernhart
B͛nh̸s	--
B͛nær	Bernær
B͛nære	Bernære
B͛n⸗tí	bernte
B͛the	Berthe
B͛then	Berthen
B͛tholden	Bertholden
B͛⸗get	berget
B᷑der	bruoder
B᷑gen	bürgen
B᷑germeíſter	burgermeistær
B᷑kardin	Burgharten
B․lantſcheflv̂r	Blanscheflûr
C	ze
C%HÊRE	kêre
CADENTĒ	cadentem
CARITATE	caritate
CAnite	--
CCCͦ	--
CCCᵐᵒ	--
CCͦ	CC\o
CE	ze
CEcilia	Cecilia
CEſar	Cêsar
CHÎT	quît
CHÓSON	kôsen
CI	ze
CIn	zien
CONCEDE	concede
CONFESSIO	confessio
CONFITEMINI	--
CONTRA	contra
CONTᵃ	contra
CONVESCENS	convescens
COrnubiles	Zernubiles
CRiſt	Krist
CUnt	kunt
CVM	--
CVnt	kunt
Caffalun	Kaffalûn
Calcedonie	calcedonie
Calcedoniuſ	calcedonius
Caleph	[!!]
Calogreant	Kâlogreant
Caltir	[!!]
Caluarie	Kalvarie
Caluarié	Kalvariê
Cam	Cham
Camelum	camelum
Camerer	kamerær
Camer͛	kamerær
Camer͛s	kamerærs
Caminate	kemenâte
Camiſ	Camis
Campanie	Campaniae
Camíſ	Camis
Canaaneſ	Canaanes
Cananeͥſchvͥ	kanaanÉischiu
Cancellere	kanzelære
Canciani	Canzianî
